Entity,Code,Date,Daily new confirmed cases of COVID-19 per million people (cases)
Australia,AUS,"Apr 30, 2020",0.314
Australia,AUS,"May 1, 2020",0.627
Australia,AUS,"May 2, 2020",0.196
Australia,AUS,"May 3, 2020",0.627
Austria,AUT,"Feb 26, 2020",0.222
Austria,AUT,"Feb 28, 2020",0.333
Austria,AUT,"Feb 29, 2020",0.222
Austria,AUT,"Mar 1, 2020",0.333
Austria,AUT,"Mar 2, 2020",0.444
Austria,AUT,"Mar 3, 2020",0.444
Austria,AUT,"Mar 4, 2020",0.666
Austria,AUT,"Mar 5, 2020",0.555
Austria,AUT,"Mar 6, 2020",1.332
Austria,AUT,"Mar 7, 2020",3.664
Austria,AUT,"Mar 8, 2020",2.776
Austria,AUT,"Mar 9, 2020",0.333
Austria,AUT,"Mar 10, 2020",3.22
Austria,AUT,"Mar 11, 2020",5.663
Austria,AUT,"Mar 12, 2020",7.106
Austria,AUT,"Mar 13, 2020",12.769
Austria,AUT,"Mar 14, 2020",15.878
Austria,AUT,"Mar 15, 2020",16.766
Austria,AUT,"Mar 16, 2020",22.762
Austria,AUT,"Mar 17, 2020",17.321
Austria,AUT,"Mar 18, 2020",35.086
Austria,AUT,"Mar 19, 2020",34.864
Austria,AUT,"Mar 20, 2020",61.068
Austria,AUT,"Mar 21, 2020",50.298
Austria,AUT,"Mar 22, 2020",41.637
Austria,AUT,"Mar 23, 2020",67.397
Austria,AUT,"Mar 24, 2020",94.932
Austria,AUT,"Mar 25, 2020",88.382
Austria,AUT,"Mar 26, 2020",67.285
Austria,AUT,"Mar 27, 2020",126.688
Austria,AUT,"Mar 28, 2020",74.169
Austria,AUT,"Mar 29, 2020",65.953
Austria,AUT,"Mar 30, 2020",57.959
Austria,AUT,"Mar 31, 2020",89.381
Austria,AUT,"Apr 1, 2020",62.622
Austria,AUT,"Apr 2, 2020",58.736
Austria,AUT,"Apr 3, 2020",46.411
Austria,AUT,"Apr 4, 2020",43.969
Austria,AUT,"Apr 5, 2020",26.759
Austria,AUT,"Apr 6, 2020",24.094
Austria,AUT,"Apr 7, 2020",34.864
Austria,AUT,"Apr 8, 2020",38.084
Austria,AUT,"Apr 9, 2020",36.53
Austria,AUT,"Apr 10, 2020",30.978
Austria,AUT,"Apr 11, 2020",34.642
Austria,AUT,"Apr 12, 2020",27.425
Austria,AUT,"Apr 13, 2020",14.434
Austria,AUT,"Apr 14, 2020",11.769
Austria,AUT,"Apr 15, 2020",21.207
Austria,AUT,"Apr 16, 2020",15.1
Austria,AUT,"Apr 17, 2020",8.661
Austria,AUT,"Apr 18, 2020",17.21
Austria,AUT,"Apr 19, 2020",6.551
Austria,AUT,"Apr 20, 2020",5.33
Austria,AUT,"Apr 21, 2020",8.105
Austria,AUT,"Apr 22, 2020",5.552
Austria,AUT,"Apr 23, 2020",10.104
Austria,AUT,"Apr 24, 2020",6.773
Austria,AUT,"Apr 25, 2020",9.216
Austria,AUT,"Apr 26, 2020",7.328
Austria,AUT,"Apr 27, 2020",6.107
Austria,AUT,"Apr 28, 2020",7.439
Austria,AUT,"Apr 29, 2020",6.44
Austria,AUT,"Apr 30, 2020",5.552
Austria,AUT,"May 1, 2020",10.326
Austria,AUT,"May 2, 2020",8.216
Austria,AUT,"May 3, 2020",2.998
Azerbaijan,AZE,"Feb 29, 2020",0.099
Azerbaijan,AZE,"Mar 2, 2020",0.197
Azerbaijan,AZE,"Mar 6, 2020",0.296
Azerbaijan,AZE,"Mar 7, 2020",0.296
Azerbaijan,AZE,"Mar 11, 2020",0.197
Azerbaijan,AZE,"Mar 12, 2020",0.197
Azerbaijan,AZE,"Mar 15, 2020",0.592
Azerbaijan,AZE,"Mar 18, 2020",0.888
Azerbaijan,AZE,"Mar 19, 2020",0.592
Azerbaijan,AZE,"Mar 20, 2020",0.986
Azerbaijan,AZE,"Mar 22, 2020",0.888
Azerbaijan,AZE,"Mar 23, 2020",1.184
Azerbaijan,AZE,"Mar 24, 2020",0.69
Azerbaijan,AZE,"Mar 25, 2020",1.479
Azerbaijan,AZE,"Mar 26, 2020",0.592
Azerbaijan,AZE,"Mar 27, 2020",2.86
Azerbaijan,AZE,"Mar 28, 2020",4.241
Azerbaijan,AZE,"Mar 29, 2020",1.677
Azerbaijan,AZE,"Mar 30, 2020",2.663
Azerbaijan,AZE,"Mar 31, 2020",6.312
Azerbaijan,AZE,"Apr 1, 2020",2.466
Azerbaijan,AZE,"Apr 2, 2020",6.016
Azerbaijan,AZE,"Apr 3, 2020",4.044
Azerbaijan,AZE,"Apr 4, 2020",4.241
Azerbaijan,AZE,"Apr 5, 2020",7.693
Azerbaijan,AZE,"Apr 6, 2020",6.214
Azerbaijan,AZE,"Apr 7, 2020",5.622
Azerbaijan,AZE,"Apr 8, 2020",7.496
Azerbaijan,AZE,"Apr 9, 2020",10.356
Azerbaijan,AZE,"Apr 10, 2020",10.257
Azerbaijan,AZE,"Apr 11, 2020",6.411
Azerbaijan,AZE,"Apr 12, 2020",6.608
Azerbaijan,AZE,"Apr 13, 2020",3.945
Azerbaijan,AZE,"Apr 14, 2020",4.931
Azerbaijan,AZE,"Apr 15, 2020",4.833
Azerbaijan,AZE,"Apr 16, 2020",5.523
Azerbaijan,AZE,"Apr 17, 2020",2.959
Azerbaijan,AZE,"Apr 18, 2020",5.622
Azerbaijan,AZE,"Apr 19, 2020",3.255
Azerbaijan,AZE,"Apr 20, 2020",2.466
Azerbaijan,AZE,"Apr 21, 2020",3.748
Azerbaijan,AZE,"Apr 22, 2020",4.34
Azerbaijan,AZE,"Apr 23, 2020",3.748
Azerbaijan,AZE,"Apr 24, 2020",2.959
Azerbaijan,AZE,"Apr 25, 2020",4.34
Azerbaijan,AZE,"Apr 26, 2020",2.466
Azerbaijan,AZE,"Apr 27, 2020",2.762
Azerbaijan,AZE,"Apr 28, 2020",3.255
Azerbaijan,AZE,"Apr 29, 2020",3.846
Azerbaijan,AZE,"Apr 30, 2020",4.833
Azerbaijan,AZE,"May 1, 2020",3.748
Azerbaijan,AZE,"May 2, 2020",4.931
Azerbaijan,AZE,"May 3, 2020",3.945
Bahamas,BHS,"Mar 16, 2020",2.543
Bahamas,BHS,"Mar 20, 2020",5.086
Bahamas,BHS,"Mar 21, 2020",2.543
Bahamas,BHS,"Mar 26, 2020",2.543
Bahamas,BHS,"Mar 27, 2020",10.172
Bahamas,BHS,"Mar 29, 2020",5.086
Bahamas,BHS,"Mar 30, 2020",7.629
Bahamas,BHS,"Apr 1, 2020",2.543
Bahamas,BHS,"Apr 2, 2020",15.258
Bahamas,BHS,"Apr 3, 2020",7.629
Bahamas,BHS,"Apr 5, 2020",10.172
Bahamas,BHS,"Apr 6, 2020",2.543
Bahamas,BHS,"Apr 7, 2020",10.172
Bahamas,BHS,"Apr 8, 2020",7.629
Bahamas,BHS,"Apr 9, 2020",10.172
Bahamas,BHS,"Apr 10, 2020",2.543
Bahamas,BHS,"Apr 11, 2020",2.543
Bahamas,BHS,"Apr 12, 2020",10.172
Bahamas,BHS,"Apr 13, 2020",2.543
Bahamas,BHS,"Apr 14, 2020",5.086
Bahamas,BHS,"Apr 16, 2020",10.172
Bahamas,BHS,"Apr 17, 2020",2.543
Bahamas,BHS,"Apr 18, 2020",2.543
Bahamas,BHS,"Apr 19, 2020",7.629
Bahamas,BHS,"Apr 20, 2020",5.086
Bahamas,BHS,"Apr 21, 2020",10.172
Bahamas,BHS,"Apr 22, 2020",2.543
Bahamas,BHS,"Apr 23, 2020",12.715
Bahamas,BHS,"Apr 24, 2020",5.086
Bahamas,BHS,"Apr 25, 2020",2.543
Bahamas,BHS,"Apr 26, 2020",12.715
Bahamas,BHS,"Apr 27, 2020",5.086
Bahamas,BHS,"May 1, 2020",2.543
Bahamas,BHS,"May 2, 2020",2.543
Bahamas,BHS,"May 3, 2020",2.543
Bahrain,BHR,"Feb 24, 2020",0.588
Bahrain,BHR,"Feb 25, 2020",0.588
Bahrain,BHR,"Feb 26, 2020",12.341
Bahrain,BHR,"Feb 27, 2020",5.877
Bahrain,BHR,"Feb 29, 2020",2.938
Bahrain,BHR,"Mar 1, 2020",1.763
Bahrain,BHR,"Mar 2, 2020",3.526
Bahrain,BHR,"Mar 4, 2020",1.175
Bahrain,BHR,"Mar 5, 2020",1.763
Bahrain,BHR,"Mar 7, 2020",2.351
Bahrain,BHR,"Mar 8, 2020",4.114
Bahrain,BHR,"Mar 9, 2020",9.403
Bahrain,BHR,"Mar 10, 2020",17.631
Bahrain,BHR,"Mar 11, 2020",0.588
Bahrain,BHR,"Mar 12, 2020",30.56
Bahrain,BHR,"Mar 14, 2020",28.209
Bahrain,BHR,"Mar 15, 2020",0.588
Bahrain,BHR,"Mar 16, 2020",1.763
Bahrain,BHR,"Mar 17, 2020",4.114
Bahrain,BHR,"Mar 18, 2020",9.403
Bahrain,BHR,"Mar 19, 2020",11.166
Bahrain,BHR,"Mar 20, 2020",7.64
Bahrain,BHR,"Mar 21, 2020",9.403
Bahrain,BHR,"Mar 22, 2020",12.341
Bahrain,BHR,"Mar 23, 2020",16.455
Bahrain,BHR,"Mar 24, 2020",2.938
Bahrain,BHR,"Mar 25, 2020",29.972
Bahrain,BHR,"Mar 26, 2020",17.043
Bahrain,BHR,"Mar 27, 2020",22.92
Bahrain,BHR,"Mar 28, 2020",4.702
Bahrain,BHR,"Mar 29, 2020",4.114
Bahrain,BHR,"Mar 30, 2020",15.868
Bahrain,BHR,"Mar 31, 2020",8.815
Bahrain,BHR,"Apr 1, 2020",30.56
Bahrain,BHR,"Apr 2, 2020",1.175
Bahrain,BHR,"Apr 3, 2020",43.489
Bahrain,BHR,"Apr 5, 2020",26.446
Bahrain,BHR,"Apr 6, 2020",7.052
Bahrain,BHR,"Apr 7, 2020",32.911
Bahrain,BHR,"Apr 8, 2020",32.323
Bahrain,BHR,"Apr 9, 2020",7.052
Bahrain,BHR,"Apr 10, 2020",37.612
Bahrain,BHR,"Apr 11, 2020",65.233
Bahrain,BHR,"Apr 12, 2020",24.683
Bahrain,BHR,"Apr 13, 2020",56.418
Bahrain,BHR,"Apr 14, 2020",132.23
Bahrain,BHR,"Apr 15, 2020",98.144
Bahrain,BHR,"Apr 16, 2020",85.215
Bahrain,BHR,"Apr 17, 2020",15.868
Bahrain,BHR,"Apr 18, 2020",25.858
Bahrain,BHR,"Apr 19, 2020",17.043
Bahrain,BHR,"Apr 20, 2020",58.769
Bahrain,BHR,"Apr 21, 2020",19.981
Bahrain,BHR,"Apr 22, 2020",38.787
Bahrain,BHR,"Apr 23, 2020",19.981
Bahrain,BHR,"Apr 24, 2020",123.414
Bahrain,BHR,"Apr 25, 2020",176.894
Bahrain,BHR,"Apr 26, 2020",41.726
Bahrain,BHR,"Apr 27, 2020",34.086
Bahrain,BHR,"Apr 28, 2020",44.664
Bahrain,BHR,"Apr 29, 2020",51.717
Bahrain,BHR,"Apr 30, 2020",64.646
Bahrain,BHR,"May 1, 2020",69.935
Bahrain,BHR,"May 2, 2020",76.399
Bahrain,BHR,"May 3, 2020",66.996
Bangladesh,BGD,"Mar 9, 2020",0.018
Bangladesh,BGD,"Mar 17, 2020",0.012
Bangladesh,BGD,"Mar 18, 2020",0.018
Bangladesh,BGD,"Mar 19, 2020",0.012
Bangladesh,BGD,"Mar 21, 2020",0.043
Bangladesh,BGD,"Mar 22, 2020",0.043
Bangladesh,BGD,"Mar 23, 2020",0.018
Bangladesh,BGD,"Mar 24, 2020",0.036
Bangladesh,BGD,"Mar 25, 2020",0.036
Bangladesh,BGD,"Mar 27, 2020",0.055
Bangladesh,BGD,"Mar 30, 2020",0.006
Bangladesh,BGD,"Apr 1, 2020",0.012
Bangladesh,BGD,"Apr 2, 2020",0.018
Bangladesh,BGD,"Apr 3, 2020",0.012
Bangladesh,BGD,"Apr 4, 2020",0.03
Bangladesh,BGD,"Apr 5, 2020",0.055
Bangladesh,BGD,"Apr 6, 2020",0.109
Bangladesh,BGD,"Apr 7, 2020",0.213
Bangladesh,BGD,"Apr 8, 2020",0.249
Bangladesh,BGD,"Apr 9, 2020",0.328
Bangladesh,BGD,"Apr 10, 2020",0.68
Bangladesh,BGD,"Apr 11, 2020",0.571
Bangladesh,BGD,"Apr 12, 2020",0.352
Bangladesh,BGD,"Apr 13, 2020",0.844
Bangladesh,BGD,"Apr 14, 2020",1.105
Bangladesh,BGD,"Apr 15, 2020",1.269
Bangladesh,BGD,"Apr 16, 2020",1.33
Bangladesh,BGD,"Apr 17, 2020",2.071
Bangladesh,BGD,"Apr 18, 2020",1.615
Bangladesh,BGD,"Apr 19, 2020",1.858
Bangladesh,BGD,"Apr 20, 2020",1.894
Bangladesh,BGD,"Apr 21, 2020",2.987
Bangladesh,BGD,"Apr 22, 2020",2.635
Bangladesh,BGD,"Apr 23, 2020",2.368
Bangladesh,BGD,"Apr 24, 2020",2.514
Bangladesh,BGD,"Apr 25, 2020",3.054
Bangladesh,BGD,"Apr 26, 2020",1.876
Bangladesh,BGD,"Apr 27, 2020",2.538
Bangladesh,BGD,"Apr 28, 2020",3.018
Bangladesh,BGD,"Apr 29, 2020",3.334
Bangladesh,BGD,"Apr 30, 2020",3.892
Bangladesh,BGD,"May 1, 2020",3.425
Bangladesh,BGD,"May 2, 2020",3.467
Bangladesh,BGD,"May 3, 2020",3.352
Barbados,BRB,"Mar 18, 2020",3.48
Barbados,BRB,"Mar 20, 2020",3.48
Barbados,BRB,"Mar 21, 2020",13.919
Barbados,BRB,"Mar 22, 2020",27.839
Barbados,BRB,"Mar 23, 2020",10.439
Barbados,BRB,"Mar 25, 2020",3.48
Barbados,BRB,"Mar 27, 2020",20.879
Barbados,BRB,"Mar 29, 2020",6.96
Barbados,BRB,"Mar 30, 2020",24.359
Barbados,BRB,"Mar 31, 2020",3.48
Barbados,BRB,"Apr 2, 2020",38.278
Barbados,BRB,"Apr 5, 2020",20.879
Barbados,BRB,"Apr 6, 2020",17.399
Barbados,BRB,"Apr 7, 2020",13.919
Barbados,BRB,"Apr 8, 2020",10.439
Barbados,BRB,"Apr 10, 2020",10.439
Barbados,BRB,"Apr 11, 2020",3.48
Barbados,BRB,"Apr 12, 2020",3.48
Barbados,BRB,"Apr 13, 2020",10.439
Barbados,BRB,"Apr 14, 2020",3.48
Barbados,BRB,"Apr 15, 2020",3.48
Barbados,BRB,"Apr 16, 2020",6.96
Barbados,BRB,"Apr 23, 2020",3.48
Barbados,BRB,"Apr 26, 2020",10.439
Barbados,BRB,"Apr 28, 2020",3.48
Barbados,BRB,"May 1, 2020",3.48
Belarus,BLR,"Feb 28, 2020",0.106
Belarus,BLR,"Mar 4, 2020",0.317
Belarus,BLR,"Mar 5, 2020",0.212
Belarus,BLR,"Mar 11, 2020",0.317
Belarus,BLR,"Mar 12, 2020",0.317
Belarus,BLR,"Mar 13, 2020",0.952
Belarus,BLR,"Mar 16, 2020",0.635
Belarus,BLR,"Mar 17, 2020",0.952
Belarus,BLR,"Mar 19, 2020",1.058
Belarus,BLR,"Mar 20, 2020",1.164
Belarus,BLR,"Mar 22, 2020",2.011
Belarus,BLR,"Mar 24, 2020",0.529
Belarus,BLR,"Mar 26, 2020",0.529
Belarus,BLR,"Mar 28, 2020",0.847
Belarus,BLR,"Mar 31, 2020",1.164
Belarus,BLR,"Apr 1, 2020",4.974
Belarus,BLR,"Apr 3, 2020",10.794
Belarus,BLR,"Apr 4, 2020",10.265
Belarus,BLR,"Apr 5, 2020",4.551
Belarus,BLR,"Apr 6, 2020",17.991
Belarus,BLR,"Apr 7, 2020",14.393
Belarus,BLR,"Apr 8, 2020",17.038
Belarus,BLR,"Apr 9, 2020",21.695
Belarus,BLR,"Apr 10, 2020",44.448
Belarus,BLR,"Apr 11, 2020",52.385
Belarus,BLR,"Apr 12, 2020",25.928
Belarus,BLR,"Apr 13, 2020",37.251
Belarus,BLR,"Apr 14, 2020",36.087
Belarus,BLR,"Apr 15, 2020",38.31
Belarus,BLR,"Apr 16, 2020",47.305
Belarus,BLR,"Apr 17, 2020",50.374
Belarus,BLR,"Apr 18, 2020",60.851
Belarus,BLR,"Apr 21, 2020",157.154
Belarus,BLR,"Apr 22, 2020",48.575
Belarus,BLR,"Apr 23, 2020",59.052
Belarus,BLR,"Apr 24, 2020",78.418
Belarus,BLR,"Apr 25, 2020",79.477
Belarus,BLR,"Apr 26, 2020",86.461
Belarus,BLR,"Apr 27, 2020",92.388
Belarus,BLR,"Apr 28, 2020",87.414
Belarus,BLR,"Apr 29, 2020",97.256
Belarus,BLR,"Apr 30, 2020",102.97
Belarus,BLR,"May 1, 2020",89.53
Belarus,BLR,"May 2, 2020",94.187
Belarus,BLR,"May 3, 2020",96.409
Belgium,BEL,"Feb 4, 2020",0.086
Belgium,BEL,"Mar 2, 2020",0.086
Belgium,BEL,"Mar 3, 2020",0.518
Belgium,BEL,"Mar 4, 2020",0.431
Belgium,BEL,"Mar 5, 2020",0.863
Belgium,BEL,"Mar 6, 2020",2.33
Belgium,BEL,"Mar 7, 2020",5.091
Belgium,BEL,"Mar 8, 2020",5.177
Belgium,BEL,"Mar 9, 2020",2.675
Belgium,BEL,"Mar 10, 2020",3.365
Belgium,BEL,"Mar 11, 2020",2.416
Belgium,BEL,"Mar 12, 2020",4.055
Belgium,BEL,"Mar 13, 2020",7.334
Belgium,BEL,"Mar 14, 2020",13.805
Belgium,BEL,"Mar 15, 2020",11.217
Belgium,BEL,"Mar 16, 2020",16.998
Belgium,BEL,"Mar 17, 2020",17.171
Belgium,BEL,"Mar 18, 2020",13.633
Belgium,BEL,"Mar 19, 2020",20.967
Belgium,BEL,"Mar 20, 2020",26.662
Belgium,BEL,"Mar 21, 2020",39.863
Belgium,BEL,"Mar 22, 2020",48.147
Belgium,BEL,"Mar 23, 2020",50.563
Belgium,BEL,"Mar 24, 2020",29.509
Belgium,BEL,"Mar 25, 2020",45.385
Belgium,BEL,"Mar 26, 2020",57.638
Belgium,BEL,"Mar 27, 2020",111.997
Belgium,BEL,"Mar 28, 2020",90.512
Belgium,BEL,"Mar 29, 2020",159.626
Belgium,BEL,"Mar 30, 2020",146.856
Belgium,BEL,"Mar 31, 2020",91.72
Belgium,BEL,"Apr 1, 2020",75.585
Belgium,BEL,"Apr 2, 2020",102.592
Belgium,BEL,"Apr 3, 2020",119.417
Belgium,BEL,"Apr 4, 2020",122.696
Belgium,BEL,"Apr 5, 2020",143.318
Belgium,BEL,"Apr 6, 2020",108.718
Belgium,BEL,"Apr 7, 2020",96.897
Belgium,BEL,"Apr 8, 2020",119.072
Belgium,BEL,"Apr 9, 2020",104.318
Belgium,BEL,"Apr 10, 2020",136.329
Belgium,BEL,"Apr 11, 2020",145.302
Belgium,BEL,"Apr 12, 2020",116.57
Belgium,BEL,"Apr 13, 2020",140.557
Belgium,BEL,"Apr 14, 2020",81.28
Belgium,BEL,"Apr 15, 2020",45.731
Belgium,BEL,"Apr 16, 2020",211.741
Belgium,BEL,"Apr 17, 2020",106.647
Belgium,BEL,"Apr 18, 2020",114.672
Belgium,BEL,"Apr 19, 2020",90.167
Belgium,BEL,"Apr 20, 2020",113.291
Belgium,BEL,"Apr 21, 2020",128.305
Belgium,BEL,"Apr 22, 2020",83.954
Belgium,BEL,"Apr 23, 2020",80.503
Belgium,BEL,"Apr 24, 2020",78.346
Belgium,BEL,"Apr 25, 2020",129.081
Belgium,BEL,"Apr 26, 2020",89.045
Belgium,BEL,"Apr 27, 2020",69.804
Belgium,BEL,"Apr 28, 2020",47.715
Belgium,BEL,"Apr 29, 2020",55.826
Belgium,BEL,"Apr 30, 2020",45.299
Belgium,BEL,"May 1, 2020",56.948
Belgium,BEL,"May 2, 2020",44.264
Belgium,BEL,"May 3, 2020",41.848
Belize,BLZ,"Mar 24, 2020",2.515
Belize,BLZ,"Mar 26, 2020",2.515
Belize,BLZ,"Mar 31, 2020",2.515
Belize,BLZ,"Apr 4, 2020",2.515
Belize,BLZ,"Apr 6, 2020",2.515
Belize,BLZ,"Apr 7, 2020",5.03
Belize,BLZ,"Apr 9, 2020",2.515
Belize,BLZ,"Apr 10, 2020",2.515
Belize,BLZ,"Apr 11, 2020",2.515
Belize,BLZ,"Apr 12, 2020",7.545
Belize,BLZ,"Apr 13, 2020",2.515
Belize,BLZ,"Apr 14, 2020",10.06
Benin,BEN,"Mar 17, 2020",0.082
Benin,BEN,"Mar 20, 2020",0.082
Benin,BEN,"Mar 24, 2020",0.247
Benin,BEN,"Mar 27, 2020",0.082
Benin,BEN,"Apr 1, 2020",0.165
Benin,BEN,"Apr 2, 2020",0.412
Benin,BEN,"Apr 4, 2020",0.247
Benin,BEN,"Apr 6, 2020",0.495
Benin,BEN,"Apr 7, 2020",0.33
Benin,BEN,"Apr 10, 2020",0.33
Benin,BEN,"Apr 11, 2020",0.412
Benin,BEN,"Apr 17, 2020",0.165
Benin,BEN,"Apr 21, 2020",1.402
Benin,BEN,"Apr 24, 2020",0.33
Benin,BEN,"Apr 27, 2020",0.495
Benin,BEN,"Apr 30, 2020",0.412
Benin,BEN,"May 1, 2020",1.237
Benin,BEN,"May 2, 2020",0.495
Bermuda,BMU,"Mar 20, 2020",32.117
Bermuda,BMU,"Mar 23, 2020",64.233
Bermuda,BMU,"Mar 27, 2020",144.525
Bermuda,BMU,"Mar 28, 2020",32.117
Bermuda,BMU,"Mar 29, 2020",80.292
Bermuda,BMU,"Mar 31, 2020",80.292
Bermuda,BMU,"Apr 1, 2020",80.292
Bermuda,BMU,"Apr 3, 2020",48.175
Bermuda,BMU,"Apr 5, 2020",32.117
Bermuda,BMU,"Apr 7, 2020",32.117
Bermuda,BMU,"Apr 10, 2020",144.525
Bermuda,BMU,"Apr 12, 2020",32.117
Bermuda,BMU,"Apr 13, 2020",112.408
Bermuda,BMU,"Apr 16, 2020",385.4
Bermuda,BMU,"Apr 17, 2020",32.117
Bermuda,BMU,"Apr 19, 2020",48.175
Bermuda,BMU,"Apr 22, 2020",192.7
Bermuda,BMU,"Apr 23, 2020",16.058
Bermuda,BMU,"Apr 27, 2020",160.583
Bermuda,BMU,"Apr 28, 2020",16.058
Bermuda,BMU,"Apr 30, 2020",16.058
Bermuda,BMU,"May 1, 2020",48.175
Bhutan,BTN,"Mar 6, 2020",1.296
Bhutan,BTN,"Mar 21, 2020",1.296
Bhutan,BTN,"Mar 26, 2020",1.296
Bhutan,BTN,"Mar 29, 2020",1.296
Bhutan,BTN,"Apr 2, 2020",1.296
Bhutan,BTN,"Apr 21, 2020",1.296
Bhutan,BTN,"Apr 23, 2020",1.296
Bolivia,BOL,"Mar 12, 2020",0.171
Bolivia,BOL,"Mar 13, 2020",0.086
Bolivia,BOL,"Mar 14, 2020",0.6
Bolivia,BOL,"Mar 17, 2020",0.086
Bolivia,BOL,"Mar 18, 2020",0.086
Bolivia,BOL,"Mar 20, 2020",0.257
Bolivia,BOL,"Mar 21, 2020",0.343
Bolivia,BOL,"Mar 22, 2020",0.086
Bolivia,BOL,"Mar 23, 2020",0.6
Bolivia,BOL,"Mar 24, 2020",0.086
Bolivia,BOL,"Mar 25, 2020",0.343
Bolivia,BOL,"Mar 26, 2020",0.6
Bolivia,BOL,"Mar 27, 2020",1.885
Bolivia,BOL,"Mar 28, 2020",1.114
Bolivia,BOL,"Mar 29, 2020",0.6
Bolivia,BOL,"Mar 30, 2020",1.285
Bolivia,BOL,"Mar 31, 2020",0.942
Bolivia,BOL,"Apr 1, 2020",0.685
Bolivia,BOL,"Apr 2, 2020",0.685
Bolivia,BOL,"Apr 3, 2020",0.771
Bolivia,BOL,"Apr 4, 2020",0.6
Bolivia,BOL,"Apr 5, 2020",1.542
Bolivia,BOL,"Apr 6, 2020",2.227
Bolivia,BOL,"Apr 7, 2020",0.942
Bolivia,BOL,"Apr 8, 2020",1.371
Bolivia,BOL,"Apr 9, 2020",4.626
Bolivia,BOL,"Apr 10, 2020",0.343
Bolivia,BOL,"Apr 11, 2020",0.685
Bolivia,BOL,"Apr 12, 2020",2.056
Bolivia,BOL,"Apr 13, 2020",2.57
Bolivia,BOL,"Apr 14, 2020",2.056
Bolivia,BOL,"Apr 15, 2020",3.684
Bolivia,BOL,"Apr 16, 2020",3.769
Bolivia,BOL,"Apr 17, 2020",2.056
Bolivia,BOL,"Apr 18, 2020",2.399
Bolivia,BOL,"Apr 19, 2020",2.313
Bolivia,BOL,"Apr 20, 2020",3.769
Bolivia,BOL,"Apr 21, 2020",2.913
Bolivia,BOL,"Apr 22, 2020",0.942
Bolivia,BOL,"Apr 23, 2020",5.397
Bolivia,BOL,"Apr 24, 2020",2.656
Bolivia,BOL,"Apr 25, 2020",8.909
Bolivia,BOL,"Apr 26, 2020",5.054
Bolivia,BOL,"Apr 27, 2020",7.196
Bolivia,BOL,"Apr 28, 2020",5.483
Bolivia,BOL,"Apr 29, 2020",3.341
Bolivia,BOL,"Apr 30, 2020",4.883
Bolivia,BOL,"May 1, 2020",4.883
Bolivia,BOL,"May 2, 2020",5.311
Bolivia,BOL,"May 3, 2020",20.646
Bonaire Sint Eustatius and Saba,BES,"Apr 2, 2020",76.275
Bonaire Sint Eustatius and Saba,BES,"Apr 13, 2020",38.137
Bonaire Sint Eustatius and Saba,BES,"Apr 14, 2020",38.137
Bonaire Sint Eustatius and Saba,BES,"Apr 20, 2020",38.137
Bonaire Sint Eustatius and Saba,BES,"Apr 22, 2020",38.137
Bosnia and Herzegovina,BIH,"Mar 6, 2020",0.61
Bosnia and Herzegovina,BIH,"Mar 12, 2020",0.305
Bosnia and Herzegovina,BIH,"Mar 16, 2020",4.572
Bosnia and Herzegovina,BIH,"Mar 17, 2020",0.914
Bosnia and Herzegovina,BIH,"Mar 19, 2020",4.572
Bosnia and Herzegovina,BIH,"Mar 20, 2020",2.438
Bosnia and Herzegovina,BIH,"Mar 22, 2020",14.631
Bosnia and Herzegovina,BIH,"Mar 23, 2020",10.058
Bosnia and Herzegovina,BIH,"Mar 24, 2020",1.219
Bosnia and Herzegovina,BIH,"Mar 25, 2020",10.058
Bosnia and Herzegovina,BIH,"Mar 26, 2020",5.791
Bosnia and Herzegovina,BIH,"Mar 28, 2020",14.631
Bosnia and Herzegovina,BIH,"Mar 29, 2020",8.534
Bosnia and Herzegovina,BIH,"Mar 30, 2020",20.117
Bosnia and Herzegovina,BIH,"Mar 31, 2020",9.144
Bosnia and Herzegovina,BIH,"Apr 1, 2020",18.288
Bosnia and Herzegovina,BIH,"Apr 2, 2020",15.545
Bosnia and Herzegovina,BIH,"Apr 3, 2020",20.727
Bosnia and Herzegovina,BIH,"Apr 4, 2020",16.459
Bosnia and Herzegovina,BIH,"Apr 5, 2020",14.021
Bosnia and Herzegovina,BIH,"Apr 6, 2020",9.449
Bosnia and Herzegovina,BIH,"Apr 7, 2020",9.754
Bosnia and Herzegovina,BIH,"Apr 8, 2020",26.213
Bosnia and Herzegovina,BIH,"Apr 9, 2020",10.668
Bosnia and Herzegovina,BIH,"Apr 10, 2020",17.983
Bosnia and Herzegovina,BIH,"Apr 11, 2020",7.925
Bosnia and Herzegovina,BIH,"Apr 12, 2020",14.326
Bosnia and Herzegovina,BIH,"Apr 13, 2020",17.983
Bosnia and Herzegovina,BIH,"Apr 14, 2020",6.401
Bosnia and Herzegovina,BIH,"Apr 15, 2020",13.716
Bosnia and Herzegovina,BIH,"Apr 16, 2020",8.23
Bosnia and Herzegovina,BIH,"Apr 17, 2020",15.85
Bosnia and Herzegovina,BIH,"Apr 18, 2020",17.679
Bosnia and Herzegovina,BIH,"Apr 19, 2020",13.411
Bosnia and Herzegovina,BIH,"Apr 20, 2020",4.572
Bosnia and Herzegovina,BIH,"Apr 21, 2020",9.449
Bosnia and Herzegovina,BIH,"Apr 22, 2020",12.192
Bosnia and Herzegovina,BIH,"Apr 23, 2020",8.23
